Số chứng từ,Ngày tạo,Người tạo,Loại kế hoạch,Ghi chú 1,Mã vật tư,Tên vật tư,Đvt 1,Số lượng (1),HSQĐ,Đvt 2,Số lượng (2),Ghi chú 2,Mục đích sử dụng,Ngày sử dụng
EP2403-0075,3/21/2024,Đặng Thị Mỹ Hạnh,Theo bộ phận,ĐỀ xuất mua sơ dừa bón cây kiểng,5300101542000000,Sơ dừa,BAO,150,1,BAO,150,,Bón cây kiểng,3/22/2024
EP2405-0054,5/17/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Trồng Cây Từ X3-X7,5300101542000000,Sơ dừa,BAO,100,1,BAO,100,,,5/22/2024
EP2405-0006,5/3/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Trồng cây xanh (Anh VŨ),5300101542000000,Sơ dừa,BAO,20,1,BAO,20,,,5/3/2024
EP2310-0002,10/2/2023,Bùi Thái Hòa,Theo bộ phận,Đặt khắc bản in cao su (Sài Gòn Xanh),5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,10000,1,CM2,10000,,In,10/4/2023
EP2305-0016,5/6/2023,Nguyễn Dũng Trung,Theo bộ phận,ĐẶT KHẮC SAI GON XANH-LOGO (KHẮC THUẬN 4MM ),5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,10000,1,CM2,10000,,,
EP2306-0012,6/3/2023,Nguyễn Văn Long,Theo bộ phận,LOGO-SAIGON XANH (KHẮC THUẬN 4MM )-SO2305-0034,5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,10000,1,CM2,10000,,,6/6/2023
EP2304-0044,4/13/2023,,Theo bộ phận,KHẮC LOGO SÀI GÒN XANH (KHẮC THUẬN 4MM ),5300101790000000,LOGO TRIBAT SÀI GÒN XANH,CM2,10,1,CM2,10,,,4/15/2023
EP2407-0049,7/15/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt phục vụ cho SX Tuần 4 tháng 06.2024 và Tháng 07/2024,0700100030000000,nhớt 10,LIT,4000,1,LIT,4000,,,7/20/2024
EP2306-0038,6/12/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớ 10+ dầu do (tháng 06/2023),0700100030000000,nhớt 10,LIT,4000,1,LIT,4000,,,6/16/2023
EP2304-0001,4/3/2023,,Theo bộ phận,Mua nhớt sử dung trong tháng 04-2023,0700100030000000,nhớt 10,LIT,4,1,LIT,4,,,4/6/2023
EP2310-0036,10/9/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt phục vụ cho SX,0700100030000000,nhớt 10,LIT,1400,1,LIT,1400,,,10/12/2023
EP2309-0078,9/20/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt sử dụng cho SX,0700100030000000,nhớt 10,LIT,2000,1,LIT,2000,,,9/25/2023
EP2308-0070,8/21/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua dầu + nhớt sử dụng cho xe nâng và sản xuất,0700100030000000,nhớt 10,LIT,2000,1,LIT,2000,,,8/25/2023
EP2309-0001,9/1/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt sử dụng trong tháng 09/2023,0700100030000000,nhớt 10,LIT,400,1,LIT,400,,,9/5/2023
EP2405-0032,5/10/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt 10 sử dụng cho tháng 05 + Sơn vẻ layout kho,0700100030000000,nhớt 10,LIT,1000,1,LIT,1000,,,5/15/2024
EP2405-0062,5/21/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt 10 sử dụng cho tháng 06/2024,0700100030000000,nhớt 10,LIT,4000,1,LIT,4000,,,5/25/2024
EP2404-0011,4/3/2024,Nguyễn Thị Hưởng,Theo bộ phận,Nhớ 10 sử dụng cho tháng 04/2024,0700100030000000,nhớt 10,LIT,4000,1,LIT,4000,,,4/10/2024
EP2403-0014,3/5/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt 10 (sử dụng cho Tháng 03 ) và bao tay len ho sản xuất,0700100030000000,nhớt 10,LIT,4000,1,LIT,4000,,,3/10/2024
EP2402-0002,2/1/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt sử dụng cho tháng 2/2024,0700100030000000,nhớt 10,LIT,2000,1,LIT,2000,,,2/3/2024
EP2312-0057,12/18/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua dầu do + nhớt 10,0700100030000000,nhớt 10,LIT,2000,1,LIT,2000,,,12/20/2023
EP2401-0002,1/2/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt cho SX,0700100030000000,nhớt 10,LIT,2000,1,LIT,2000,,,1/10/2024
EP2401-0060,1/18/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua keo dán nền và nhớt 10,0700100030000000,nhớt 10,LIT,2000,1,LIT,2000,,,1/25/2024
EP2311-0093,11/28/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt cho SX sử dụng T12 và lưỡi cắt ống giấy,0700100030000000,nhớt 10,LIT,2000,1,LIT,2000,,,12/3/2023
EP2311-0009,11/6/2023,Nguyễn Thị Hưởng,Theo bộ phận,MUA NHỚT SỬ DỤNG CHO T11/2023,0700100030000000,nhớt 10,LIT,2000,1,LIT,2000,,,11/10/2023
EP2401-0025,1/9/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư sửa chữa Nhà Vệ sinh X1 ( A Hợi ),0700100070000000,XĂNG A92,LIT,10,1,LIT,10,,,1/10/2024
EP2401-0127,1/31/2024,Hoàng Văn Khiêm,Theo bộ phận,"MUA VẬT TƯ LÀM NHÀ RÁC THẢI NGUY HẠI VÀ KHUÔN VIÊN , MÁI CHE X7",0700100070000000,XĂNG A92,LIT,8,1,LIT,8,,,1/31/2024
EP2403-0067,3/21/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật tư Làm nhà chứa Rác Thải Nguy Hại ( A Hải),0700100070000000,XĂNG A92,LIT,5,1,LIT,5,,,3/25/2024
EP2405-0004,5/2/2024,Hoàng Văn Khiêm,Theo bộ phận,Vật Tư Bổ sung Thiếu ( làm công viên và vpx8) A VŨ,0700100070000000,XĂNG A92,LIT,6,1,LIT,6,,,5/3/2024
EP2312-0051,12/14/2023,Hà Mạnh Hùng,Theo bộ phận,"Vật tư dụng làm nhà kho khu vực Ó, và vật tư sửa chữa thiết bị văn phòng.",0700100080000000,Xăng thơm công nghiệp.,LIT,10,1,LIT,10,,"Lắp mới,",12/17/2023
EP2311-0092,11/28/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư sơn dàn hoa công viên văn phòng mới.,0700100080000000,Xăng thơm công nghiệp.,LIT,5,1,LIT,5,,Lắp mới.,12/1/2023
EP2311-0074,11/24/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư làm dàn hoa cho máy cho VP mới.,0700100080000000,Xăng thơm công nghiệp.,LIT,10,1,LIT,10,,Lắp mới.,11/27/2023
EP2403-0046,3/14/2024,Nguyễn Dũng Trung,Theo bộ phận,"Mua theo đề xuất (Có file đính kèm)
Xe 5 tấn 51C-67266",0700100171000000,Nhớt castrol 20W50.,LIT,36,1,LIT,36,CASTROL,,3/18/2024
EP2309-0018,9/6/2023,Trần Thị Phượng,Theo bộ phận,"Đề xuất dầu , nhớt, vỏ xe  cho 2 xe tải  51C 67266 & 54Y8359",0700100171000000,Nhớt castrol 20W50.,LIT,18,1,LIT,18,,,9/11/2023
EP2306-0025,6/7/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua nhớt thay xe 9 chỗ,0700100171000000,Nhớt castrol 20W50.,LIT,7,1,LIT,7,,,6/10/2023
EP2407-0042,7/12/2024,Nguyễn Dũng Trung,Theo bộ phận,Bảo trì bảo dưỡng xe tải,0700100171000000,Nhớt castrol 20W50.,LIT,72,1,LIT,72,,,7/13/2024
EP2304-0033,4/10/2023,,Theo bộ phận,Vật tư thay thế bảo trì máy nén khí Fusheng định kỳ,0700100180000000,Dầu FUSHENG thùng 18 lít,THUNG,3,1,THUNG,3,,,4/15/2023
EP2309-0064,9/18/2023,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A và SA37A.,0700100180000000,Dầu FUSHENG thùng 18 lít,THUNG,3,1,THUNG,3,,Bảo trì thiết bị phụ trợ.,9/20/2023
EP2403-0013,3/4/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thay thế cho máy nén khí SA37A.,0700100180000000,Dầu FUSHENG thùng 18 lít,THUNG,2,1,THUNG,2,,Bảo trì thay thế,3/6/2024
EP2403-0085,3/25/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì thay thế cho máy nén khí SA37A và máy nén khí Kingpower.,0700100180000000,Dầu FUSHENG thùng 18 lít,THUNG,2,1,THUNG,2,,Bảo trì thay thế định kỳ.,3/29/2024
EP2405-0061,5/21/2024,Hà Mạnh Hùng,Theo bộ phận,Vật tư bảo trì máy nén khí SA15A.,0700100180000000,Dầu FUSHENG thùng 18 lít,THUNG,2,1,THUNG,2,,Bảo trì.,5/24/2024
EP2403-0089,3/26/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua axit loãng châm bình xe nâng,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,1,LIT,210,,,3/30/2024
EP2311-0069,11/23/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua axit loãng châm bình xe nâng,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,1,LIT,210,,,11/27/2023
EP2310-0016,10/4/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua Axit loãng châm bình xe năng,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,1,LIT,210,,,10/9/2023
EP2308-0057,8/16/2023,Nguyễn Thị Hưởng,Theo bộ phận,Mua Axit loãng châm bình xe năng,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,200,1,LIT,200,,,8/22/2023
EP2304-0065,4/19/2023,,Theo bộ phận,Vật tư sử dụng cho xe nâng,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,100,1,LIT,100,,,4/22/2023
EP2406-0015,6/6/2024,Nguyễn Thị Hưởng,Theo bộ phận,Mua axit loãng châm bình xe nâng,0700100240000000,AXIT LOÃNG CHÂM BÌNH,LIT,210,1,LIT,210,,,6/10/2024
EP2312-0085,12/27/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2312-0050 - UNIPACK,NEP13MM.DEN,"Nẹp khổ 1.3cm, manh PP tráng một mặt màu đen, TL: 1.3g/m",M,54000,0.0013,KG,70.2,SO2312-0050 - UNIPACK,,1/2/2024
EP2304-0052,4/14/2023,,Theo bộ phận,Mua túi LDPE cho đơn hàng bao rác SO2303-0042 và cont sau,BAO-030040G22LDPE.ACS,"Túi LDPE trong in 5 màu marka: ACOSAC quy cách: 30cm x 40cm, TL: 22g/túi.",CAI,13,0.022,KG,286,,,4/25/2023
EP2304-0052,4/14/2023,,Theo bộ phận,Mua túi LDPE cho đơn hàng bao rác SO2303-0042 và cont sau,BAO-030040G22LDPE.ACS,"Túi LDPE trong in 5 màu marka: ACOSAC quy cách: 30cm x 40cm, TL: 22g/túi.",CAI,10,0.022,KG,220,,,5/10/2023
EP2406-0004,6/5/2024,Nguyễn Dũng Trung,Theo bộ phận,DW PO1,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,300000,0.013,KG,3900,DW PO1,,6/8/2024
EP2406-0047,6/14/2024,Nguyễn Dũng Trung,Theo bộ phận,"HAT-MVCA-2014
HAT-EMPP-MF
HAT-EMH77197
HAT-EMPE0033K
HAT-TACKS-JB
HAT-UV881C
BAO-048075G13HDPE.DW
BAO-048075G19LDPE.DW",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,251000,0.013,KG,3263,DW PO2,,7/1/2024
EP2406-0048,6/14/2024,Nguyễn Dũng Trung,Theo bộ phận,DW PO3,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,263000,0.013,KG,3419,DW PO3,,7/12/2024
EP2407-0027,7/8/2024,Nguyễn Dũng Trung,Theo bộ phận,"Ống giấy cũ dài trên 135cm
Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái
Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,261000,0.013,KG,3393,DW PO4,,7/24/2024
EP2407-0027,7/8/2024,Nguyễn Dũng Trung,Theo bộ phận,"Ống giấy cũ dài trên 135cm
Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái
Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,322000,0.013,KG,4186,DW PO6,,8/12/2024
EP2407-0027,7/8/2024,Nguyễn Dũng Trung,Theo bộ phận,"Ống giấy cũ dài trên 135cm
Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái
Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,168500,0.013,KG,2190.5,DW PO5,,8/1/2024
EP2405-0065,5/21/2024,Nguyễn Dũng Trung,Theo bộ phận,Túi lồng KCP + Dongwon,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,511000,0.013,KG,6643,SO2405-0027,,6/14/2024
EP2308-0080,8/23/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO8 - PO9 - PO10 - PO11 - PO12,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,600000,0.013,KG,7800,DONGWON - PO10 - PO11 - PO12,,8/28/2023
EP2308-0023,8/4/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO8,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,329000,0.013,KG,4277,DONGWON - PO8,,8/10/2023
EP2308-0027,8/9/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO9,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,294000,0.013,KG,3822,DONGWON - PO9,,8/16/2023
EP2307-0093,7/31/2023,Nguyễn Dũng Trung,Theo bộ phận,Dongwon - PO7,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,233000,0.013,KG,3029,Dongwon - PO7,,8/14/2023
EP2310-0032,10/9/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2307-0075 - DONGWON,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,702000,0.013,KG,9126,SO2307-0075 - DONGWON,,10/16/2023
EP2309-0022,9/6/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO10 - PO11 - PO12,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,280000,0.013,KG,3640,DONGWON - PO10 - PO11 - PO12,,9/15/2023
EP2305-0073,5/17/2023,Nguyễn Dũng Trung,Theo bộ phận,Túi lồng Dongwon - PO1,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,257000,0.013,KG,3341,,,6/2/2023
EP2305-0101,5/24/2023,Nguyễn Dũng Trung,Theo bộ phận,"MP2305-0039 - SGI - Jumbo
MP2305-0061 - SGI - Jumbo
SO2305-0027 - Dongwon
SO2304-0030 - Harvest PADI III",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,100000,0.013,KG,1300,SO2305-0027,,6/9/2023
EP2306-0037,6/10/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0017 - Dongwon PO2
SO2306-0015 - Dongwon PO2
SO2304-0030 (Bổ sung hao hụt 0.5%)",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,307000,0.013,KG,3991,SO2306-0017,,6/23/2023
EP2306-0037,6/10/2023,Nguyễn Dũng Trung,Theo bộ phận,"SO2306-0017 - Dongwon PO2
SO2306-0015 - Dongwon PO2
SO2304-0030 (Bổ sung hao hụt 0.5%)",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,18000,0.019,KG,342,SO2306-0015,,6/23/2023
EP2307-0070,7/24/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO6,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,259000,0.013,KG,3367,DONGWON - PO6,,7/31/2023
EP2307-0044,7/13/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO5,BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,267000,0.013,KG,3471,DONGWON - PO5,,7/21/2023
EP2306-0062,6/19/2023,Nguyễn Dũng Trung,Theo bộ phận,"Dongwon - PO3
Dongwon - PO4
Dongwon - PO3
Dongwon - PO4",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,175000,0.013,KG,2275,Dongwon - PO3,,6/30/2023
EP2306-0062,6/19/2023,Nguyễn Dũng Trung,Theo bộ phận,"Dongwon - PO3
Dongwon - PO4
Dongwon - PO3
Dongwon - PO4",BAO-048075G13HDPE.DW,"Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái(+/-1.0). [Ghi chú: cắt nguội dài 76.5cm(+/-1), hàn đáy 2 đường].",CAI,228000,0.013,KG,2964,Dongwon - PO4,,7/10/2023
EP2306-0062,6/19/2023,Nguyễn Dũng Trung,Theo bộ phận,"Dongwon - PO3
Dongwon - PO4
Dongwon - PO3
Dongwon - PO4",BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,76500,0.019,KG,1453.5,Dongwon - PO3,,6/30/2023
EP2306-0062,6/19/2023,Nguyễn Dũng Trung,Theo bộ phận,"Dongwon - PO3
Dongwon - PO4
Dongwon - PO3
Dongwon - PO4",BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,131000,0.013,KG,1703,Dongwon - PO4,,7/10/2023
EP2307-0044,7/13/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO5,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,60000,0.019,KG,1140,DONGWON - PO5,,7/21/2023
EP2307-0070,7/24/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO6,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,66500,0.019,KG,1263.5,DONGWON - PO6,,7/31/2023
EP2305-0073,5/17/2023,Nguyễn Dũng Trung,Theo bộ phận,Túi lồng Dongwon - PO1,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,75000,0.019,KG,1425,,,6/2/2023
EP2309-0039,9/11/2023,Nguyễn Dũng Trung,Theo bộ phận,"DONGWON - PO8 - PO9 - PO10 - PO11 - PO12
Lưu ý: Nhập 7000 cái túi PE (dung sai 3.5%)
Bổ sung cho phiếu nhập LN09/23-031",BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,7000,0.019,KG,133,,,9/15/2023
EP2307-0093,7/31/2023,Nguyễn Dũng Trung,Theo bộ phận,Dongwon - PO7,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,86000,0.019,KG,1634,Dongwon - PO7,,8/14/2023
EP2308-0027,8/9/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO9,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,70000,0.019,KG,1330,DONGWON - PO9,,8/16/2023
EP2308-0023,8/4/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO8,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,22000,0.019,KG,418,DONGWON - PO8,,8/10/2023
EP2308-0080,8/23/2023,Nguyễn Dũng Trung,Theo bộ phận,DONGWON - PO8 - PO9 - PO10 - PO11 - PO12,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,200000,0.019,KG,3800,DONGWON - PO10 - PO11 - PO12,,8/28/2023
EP2405-0065,5/21/2024,Nguyễn Dũng Trung,Theo bộ phận,Túi lồng KCP + Dongwon,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,2206000,0.019,KG,41914,SO2405-0027,,6/14/2024
EP2407-0027,7/8/2024,Nguyễn Dũng Trung,Theo bộ phận,"Ống giấy cũ dài trên 135cm
Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái
Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái",BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,157000,0.019,KG,2983,DW PO5,,8/1/2024
EP2407-0027,7/8/2024,Nguyễn Dũng Trung,Theo bộ phận,"Ống giấy cũ dài trên 135cm
Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái
Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái",BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,13000,0.019,KG,247,DW PO6,,8/12/2024
EP2407-0027,7/8/2024,Nguyễn Dũng Trung,Theo bộ phận,"Ống giấy cũ dài trên 135cm
Túi HDPE, K48.0x75.0LL(+1.0/-0), TL: 13.0g/cái
Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái",BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,49500,0.019,KG,940.5,DW PO4,,7/24/2024
EP2406-0048,6/14/2024,Nguyễn Dũng Trung,Theo bộ phận,DW PO3,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,23000,0.019,KG,437,DW PO3,,7/12/2024
EP2406-0047,6/14/2024,Nguyễn Dũng Trung,Theo bộ phận,"HAT-MVCA-2014
HAT-EMPP-MF
HAT-EMH77197
HAT-EMPE0033K
HAT-TACKS-JB
HAT-UV881C
BAO-048075G13HDPE.DW
BAO-048075G19LDPE.DW",BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,70000,0.019,KG,1330,DW PO2,,7/1/2024
EP2406-0004,6/5/2024,Nguyễn Dũng Trung,Theo bộ phận,DW PO1,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,120000,0.019,KG,2280,DW PO1,,6/8/2024
EP2304-0052,4/14/2023,,Theo bộ phận,Mua túi LDPE cho đơn hàng bao rác SO2303-0042 và cont sau,BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,25,0.022,KG,550,,,5/10/2023
EP2304-0052,4/14/2023,,Theo bộ phận,Mua túi LDPE cho đơn hàng bao rác SO2303-0042 và cont sau,BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,12,0.022,KG,264,,,4/25/2023
EP2310-0045,10/12/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2310-0019 - JPD,BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,10200,0.022,KG,224.4,SO2310-0019 - JPD,,10/20/2023
EP2310-0048,10/13/2023,Nguyễn Dũng Trung,Theo bộ phận,SO2310-0019 - JPD,BAO-3040W100.LD.JPD,"Túi LDPE in đỏ marka GECOSAC, 30cmx40cmx100micron, TL: 22gr.",CAI,19800,0.022,KG,435.6,SO2310-0019 - JPD,,10/20/2023
EP2309-0116,9/30/2023,Nguyễn Dũng Trung,Theo bộ phận,"Bao lồng Harvest PADI
Bổ sung kế hoạch.",HDPE051084G019TT,"Túi HDPE, màu trắng đục, 51(+1/-0.5)x84LL(+1/-0.5), dày 20mi, cắt dài 85.5cm + hàn cách đáy 1.5cm(+/-0.5), TL: 19g/cái(+/-1).",CAI,500,0.019,KG,9.5,SO2308-0041 - HARVEST,,10/3/2023
