Chứng từ,Ngày tạo,Số chứng từ,Diễn giải,Vật tư,Tên vật tư,Kho,Đơn vị tính (1),SL 1,Đơn vị tính (2),SL 2,Giá,Tiền vốn,Tk Nợ,Tk Có,Đối tượng,Nhân viên,Bộ phận,Đơn hàng/Hợp đồng mua,Lệnh sản xuất,Công việc,Công đoạn,Mã trung tâm chi phí,Sản phẩm,Mã vụ việc,Mã giao dịch
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-105,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-055,Công đoạn dệt,VAICUON,,0102125051000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-055,Công đoạn dệt,VAICUON,,0102125051000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-049,Công đoạn dệt,VAICUON,,0102125059000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-049,Công đoạn dệt,VAICUON,,0102125059000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-069,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-069,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-104,Công đoạn dệt,VAICUON,,THACAPRE560100110084TRDU,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-104,Công đoạn dệt,VAICUON,,THACAPRE560100110084TRDU,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-033,Công đoạn dệt,VAICUON,,0102125017000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-033,Công đoạn dệt,VAICUON,,0102125017000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-056,Công đoạn dệt,VAICUON,,0102125064000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-056,Công đoạn dệt,VAICUON,,0102125064000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-056,Công đoạn dệt,VAICUON,,0102125064000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-056,Công đoạn dệt,VAICUON,,0102125064000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-023,Công đoạn dệt,VAICUON,,IN050XXXTTINT.XXXXXXX,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX11/24-058,Công đoạn dệt,VAICUON,,TPH075112G119TTINT.CAMI,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX11/24-058,Công đoạn dệt,VAICUON,,TPH075112G119TTINT.CAMI,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-092,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-092,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX11/24-058,Công đoạn dệt,VAICUON,,TPH075112G119TTINT.CAMI,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX11/24-058,Công đoạn dệt,VAICUON,,TPH075112G119TTINT.CAMI,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-092,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-092,Công đoạn dệt,VAICUON,,THADGTAU127080080078TRDU,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-078,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-078,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-036,Công đoạn dệt,VAICUON,,0102129003000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-036,Công đoạn dệt,VAICUON,,0102129003000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-078,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX01/25-078,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-102,Công đoạn dệt,VAICUON,,0102107006000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX01/25-102,Công đoạn dệt,VAICUON,,0102107006000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.5,KG,1.5,0,0,1527,15414,CTY00001,,,,LSX01/25-036,Công đoạn dệt,VAICUON,,0102129003000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-036,Công đoạn dệt,VAICUON,,0102129003000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-036,Công đoạn dệt,VAICUON,,0102129003000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-036,Công đoạn dệt,VAICUON,,0102129003000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX01/25-036,Công đoạn dệt,VAICUON,,0102129003000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-057,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-057,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-057,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-057,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-057,Công đoạn dệt,VAICUON,,0102129004000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-105,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX01/25-105,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-105,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4.4,KG,4.4,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-049,Công đoạn dệt,VAICUON,,0102125059000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-049,Công đoạn dệt,VAICUON,,0102125059000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-069,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX01/25-069,Công đoạn dệt,VAICUON,,TPH060096G180TTKCP.TONG,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-104,Công đoạn dệt,VAICUON,,THACAPRE560100110084TRDU,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-104,Công đoạn dệt,VAICUON,,THACAPRE560100110084TRDU,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-033,Công đoạn dệt,VAICUON,,0102125017000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-033,Công đoạn dệt,VAICUON,,0102125017000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-056,Công đoạn dệt,VAICUON,,0102125064000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-056,Công đoạn dệt,VAICUON,,0102125064000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-086,Công đoạn dệt,VAICUON,,TPH055090G147TDLU.C300,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-076,Công đoạn dệt,VAICUON,,0119109032000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-096,Công đoạn dệt,VAICUON,,TPH066100MRTEXACTSR1063,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,5,KG,5,0,0,1527,15414,CTY00001,,,,LSX01/25-096,Công đoạn dệt,VAICUON,,TPH066100MRTEXACTSR1063,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX01/25-017,Công đoạn dệt,VAICUON,,0102109008000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX09/24-049,Công đoạn dệt,VAICUON,,0102123055000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1.4,KG,1.4,0,0,1527,15414,CTY00001,,,,LSX09/24-049,Công đoạn dệt,VAICUON,,0102123055000000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-022,Công đoạn dệt,VAICUON,,MANH177119G592TDUNP.AGR,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-022,Công đoạn dệt,VAICUON,,MANH177119G592TDUNP.AGR,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-091,Công đoạn dệt,VAICUON,,CVDPER400200560DE00,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-091,Công đoạn dệt,VAICUON,,CVDPER400200560DE00,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX01/25-022,Công đoạn dệt,VAICUON,,MANH175119G586TDUNP,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-022,Công đoạn dệt,VAICUON,,MANH175119G586TDUNP,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX01/25-022,Công đoạn dệt,VAICUON,,MANH175119G586TDUNP,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,4,KG,4,0,0,1527,15414,CTY00001,,,,LSX01/25-022,Công đoạn dệt,VAICUON,,MANH175119G586TDUNP,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,1,KG,1,0,0,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,3,KG,3,0,0,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2.5,KG,2.5,0,0,1527,15414,CTY00001,,,,LSX12/24-059,Công đoạn dệt,VAICUON,,0119132005002000,,2109B
TP,1/18/2025,TP01/25-161,Nhập báo cáo dệt ngày 18/01/2025,PHE-PHEDET,Phế liệu thu hồi khâu dệt,KPH001,KG,2,KG,2,0,0,1527,15414,CTY00001,,,,LSX01/25-022,Công đoạn dệt,VAICUON,,MANH175119G586TDUNP,,2109B
